first_name,middle_name,last_name,email,do_not_call,p2ptext_optout,mobile_phone,home_phone,work_phone,best_phone,join_date,xdate,membership_status,memb_status_letter,membership_type,monthly_dues_status,yearly_dues_status,union_member,union_name,union_local,accomodations,race,student_yes_no,student_school_name,mailing_pref,actionkit_id,dsa_chapter,ydsa_chapter,congressional_district,address1,address2,city,state,zip,country,lat,lon
Jason,,Abbott,john83@example.org,True,,788-449-1580,,,788-449-1580,2020-02-06,2021-12-28,Lapsed,L,one-time,lapsed,canceled_by_admin,"Yes, retired union member",LIUNA,2223,,Asian,,,No,328865,San Francisco,,ME_02,2871 Schwartz Causeway,Suite 195,West Brianmouth,MO,94107,US,,
Margaret,,Gutierrez,wwatson@example.net,,,678-693-1976,496-546-8565,,678-693-1976,2018-09-07,2019-12-21,Lapsed,L,monthly,lapsed,never,"Yes, current union member",SEIU,892,,Asian,"Yes, graduate student",Mifflin Alternative Middle School,Membership card only,691594,San Francisco,,ME_01,60856 Carter Springs,Suite 384,Wolfefort,VT,94156,US,,
Gwendolyn,,Marshall,lbrown@example.com,,,872-706-7950,(779)833-2267,,872-706-7950,2023-11-09,2025-03-04,Member in Good Standing,M,monthly,canceled_by_admin,,"Yes, retired union member",UFCW,3116,,Pacific Islander,No,,No,428013,San Francisco,,ME_02,059 Wiley Ford,Apt. 180,West Trevorville,AZ,94130,US,,
Kimberly,,Ward,cooperbrittany@example.com,,TRUE,880-511-1786,,,880-511-1786,2021-09-11,2023-03-01,Member,M,monthly,canceled_by_processor,,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, college student",Charles S Ashley,Membership card only,110457,San Francisco,,ME_01,8822 Bailey Street,Suite 954,Melissashire,CA,94122,US,,
John,,Stanley,mmurphy@example.org,,,3486300882,,,3486300882,2017-01-13,2018-03-21,Lapsed,L,monthly,canceled_by_admin,canceled_by_user,"Yes, retired union member",NEA,5940,,Pacific Islander,No,,Yes,442252,San Francisco,,ME_02,622 Adams Pines,Apt. 045,Mcbridemouth,AK,94160,US,,
Ronald,,Lawrence,samuelbryant@example.org,,,(210)541-3293,866-568-7224,,(210)541-3293,2023-08-15,2025-05-27,Member in Good Standing,M,monthly,canceled_by_admin,active,"No, not a union member",,,,Jewish,"Yes, college student",South Range Elementary School,Yes,837905,San Francisco,,ME_01,1269 Michaela Trace,Suite 920,Lake Andrew,PA,94137,US,,
Blake,,Beard,adamjones@example.com,,,,8533127043,,8533127043,2016-08-05,2017-11-27,Lapsed,L,one-time,canceled_by_admin,canceled_by_admin,"Yes, current union member",SEIU,3312,,Hispanic / Latinx,"Yes, high school student",West Yellowstone School,No,554117,San Francisco,,ME_01,1493 Gail Terrace,Apt. 666,South Kennethtown,UT,94120,US,,
Christopher,,Jones,anthony37@example.org,,,,502-358-3632,,502-358-3632,2021-08-20,2022-12-04,Lapsed,L,income-based,lapsed,never,"No, not a union member",,,,Jewish,No,,No,250919,San Francisco,,ME_01,896 Fernandez Springs,Apt. 295,Port Brianburgh,VI,94164,US,,
Lisa,,Jenkins,fostermichael@example.com,,TRUE,501-976-4762,6815136083,,501-976-4762,2023-05-13,2024-05-21,Member in Good Standing,M,annual,active,never,"No, not a union member",,,,Prefer Not to Say,No,,Membership card only,61522,San Francisco,,ME_02,9378 Denise Parks,Suite 862,Vincentborough,OH,94102,US,,
Matthew,,Wong,marycannon@example.net,,,(244)491-4874,536-937-1760,,(244)491-4874,2022-03-13,2023-08-04,Member,M,annual,lapsed,,"No, but former union member",,,,Pacific Islander,No,,Yes,492098,San Francisco,,ME_02,62906 Rodriguez Center,Apt. 473,Garciaberg,NM,94017,US,,
Lindsey,,Sexton,dominguezmeghan@example.net,,,,,,,2016-12-01,2020-02-01,Lapsed,L,income-based,past_due,canceled_by_admin,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, graduate student",BOWIE EL,Membership card only,584415,San Francisco,,ME_02,7877 Sheryl Well,Suite 580,Katiehaven,IA,94118,US,,
David,,Jackson,daniel02@example.com,,,9985846421,777-863-4190,,9985846421,2022-02-06,2024-07-26,Member in Good Standing,M,income-based,past_due,canceled_by_admin,"Yes, retired union member",IBEW,3665,,Black / of African Descent,No,,Membership card only,946801,San Francisco,,ME_02,612 Castillo Forges,Suite 278,Davisberg,ME,94152,US,,
Steven,,Ritter,tdavis@example.org,,TRUE,,,,,2020-04-08,2024-08-11,Member in Good Standing,M,income-based,lapsed,active,"Yes, current union member",,5101,,Hispanic / Latinx,,,No,875837,San Francisco,,ME_02,45483 Beth Greens,Suite 061,Gabrielhaven,OK,94124,US,,
John,,Savage,reginamontgomery@example.com,,,,(259)290-7325,,(259)290-7325,2017-02-05,2023-05-16,Member,M,income-based,canceled_by_failure,canceled_by_processor,,,,,Prefer Not to Say,,,No,713975,San Francisco,,ME_01,60316 Christopher Curve,Apt. 910,Lake Kelli,PW,94154,US,,
Summer,Olivia.,Baker,penningtonjessica@example.com,,,6182895745,257-253-5924,,6182895745,2019-06-17,2020-12-07,Lapsed,L,monthly,past_due,,"Yes, retired union member",AFSCME,794,,Asian,"Yes, high school student",HYBLA VALLEY ELEM,Membership card only,12641,San Francisco,,ME_01,27113 Scott Via,Apt. 362,Melissaberg,MT,94116,US,,
Brenda,,Hutchinson,mccarthyelizabeth@example.com,,,8677033121,(993)795-8865,,8677033121,2020-12-10,2022-03-26,Lapsed,L,one-time,past_due,never,"No, not a union member",,,,Other,"Yes, high school student",S.F. County Court Woodside Learning Ctr,No,867302,San Francisco,,ME_02,7621 Joanna Landing,Apt. 855,Ryanborough,MT,94139,US,,
Jessica,,Green,john08@example.net,True,,759-728-4987,468-583-7629,,759-728-4987,2020-09-14,2022-04-11,Lapsed,L,monthly,canceled_by_admin,never,"No, not a union member",,,,Other,,,Yes,770902,San Francisco,,ME_01,818 Michelle Street,Suite 759,Ericport,IA,94017,US,,
Aaron,Destiny,Harper,valdezalec@example.org,,,4242821895,2037570551,,4242821895,2019-04-14,2020-11-08,Lapsed,L,annual,canceled_by_admin,canceled_by_admin,"Yes, retired union member",AFSCME,5228,,Asian,"Yes, high school student",EDGELEY ELEMENTARY SCHOOL,Yes,187876,San Francisco,,ME_01,260 Harmon Mountains,Suite 206,West Dustin,VT,94107,US,,
Mark,Jacqueline,Vasquez,barneselizabeth@example.net,,TRUE,5184271008,,,5184271008,2018-03-25,2019-06-06,Lapsed,L,monthly,lapsed,canceled_by_user,"No, but former union member",,,,Pacific Islander,,,Yes,678451,San Francisco,,ME_02,23030 Olson Flats,Apt. 538,West Tiffany,AZ,94129,US,,
Linda,,Myers,sherrydelacruz@example.com,,,(226)666-3207,321-860-0604,,(226)666-3207,2021-02-17,2022-04-01,Lapsed,L,one-time,canceled_by_processor,never,,,,,Pacific Islander,No,,Yes,975493,San Francisco,,ME_01,6676 Foster Trail,Apt. 518,Port Calvinburgh,OH,94141,US,,
Andrea,,Cain,msmith@example.com,True,,(508)253-9892,(399)262-9510,,(508)253-9892,2019-04-22,2021-08-28,Lapsed,L,income-based,canceled_by_admin,never,"Yes, current union member",IBEW,1169,,Prefer Not to Say,No,,Yes,667691,San Francisco,,ME_02,386 Philip Locks,Apt. 337,South Kirsten,CA,94107,US,,
Colin,,Hill,bakerdavid@example.org,,,793-502-8730,,,793-502-8730,2018-01-26,2020-05-02,Lapsed,L,yearly,canceled_by_admin,canceled_by_failure,"Yes, current union member",,1820,,Other,"Yes, college student",Central Elem,Yes,744379,San Francisco,,ME_02,70328 Miller Parkway,Suite 292,Christinaton,GU,94143,US,,
Alicia,,Patel,veronicamartinez@example.net,,,,,,,2020-03-30,2022-01-28,Lapsed,L,income-based,lapsed,canceled_by_processor,"No, but former union member",,,,West Asian / Middle Eastern,"Yes, graduate student",South Bay Elementary,Membership card only,395722,San Francisco,,ME_01,076 Sanchez Inlet,Apt. 188,Port Barbara,MH,94155,US,,
Brenda,,Morris,howellbailey@example.org,,,6396579370,8095610131,,6396579370,2022-07-08,2024-07-07,Member in Good Standing,M,monthly,canceled_by_admin,canceled_by_processor,Currently organizing my workplace,,,,Asian,"Yes, college student",Barksdale Elementary School,Yes,482063,San Francisco,,ME_01,27378 Goodwin Mountain,Suite 365,Lake Michaelberg,VA,94117,US,,
Rebecca,,Thomas,beckerdarren@example.org,,,,(970)369-3384,,(970)369-3384,2020-11-26,2024-10-08,Member in Good Standing,M,yearly,active,never,"No, but former union member",,,,White / of European Descent,,,Membership card only,811107,San Francisco,,ME_02,5275 Misty Lights,Apt. 572,Cohenside,NH,94151,US,,
Robert,,Hudson,randalldaniel@example.net,,,,6737835287,,6737835287,2023-03-14,2025-01-10,Member in Good Standing,M,one-time,past_due,,"No, but former union member",,,,Native American / Indigenous,"Yes, college student",Thomas R Rodman,Membership card only,628584,San Francisco,,ME_02,7073 Alison Common,Apt. 678,East Roymouth,UT,94112,US,,
Jessica,,Hayes,khandiana@example.net,,,(560)639-9749,(947)617-3086,,(560)639-9749,2016-08-16,2024-03-18,Member in Good Standing,M,monthly,canceled_by_failure,,"Yes, retired union member",SEIU,2021,,Native American / Indigenous,"Yes, graduate student",Greeneview Elementary School,Yes,26921,San Francisco,,ME_01,10987 Short Islands,Suite 575,Cohenmouth,OH,94132,US,,
Whitney,,Warren,odonnelldana@example.net,,,(328)410-6992,(592)905-3098,,(328)410-6992,2016-03-12,2021-02-03,Lapsed,L,yearly,past_due,never,"Yes, retired union member",UFCW,322,,Native American / Indigenous,"Yes, high school student",Cochrane Elementary,No,635505,San Francisco,,ME_01,3282 Traci Estates,Suite 299,East Sara,MN,94111,US,,
Gregory,,Cruz,ldavis@example.org,,,914-699-4530,8065969249,,914-699-4530,2023-09-28,2024-10-31,Member in Good Standing,M,yearly,lapsed,canceled_by_failure,"No, but former union member",,,,Prefer Not to Say,"Yes, graduate student",McLaurin Elementary,Yes,330967,San Francisco,,ME_01,133 Carey Dam,Apt. 166,Royfort,AL,94120,US,,
Robert,,Huff,fcox@example.org,,,5749201227,,,5749201227,2022-02-03,2023-12-01,Member,M,one-time,past_due,canceled_by_user,"Yes, retired union member",AFSCME,5601,,Native American / Indigenous,"Yes, college student",West MI Academy of Environmental Science,No,597896,San Francisco,,ME_02,6789 Castro Pine,Apt. 763,Wesleyshire,IN,94115,US,,
Jennifer,,Robinson,wpotter@example.com,,,(861)236-0347,,,(861)236-0347,2022-08-24,2023-11-12,Member,M,monthly,past_due,canceled_by_admin,"Yes, retired union member",IBEW,5895,,Asian,"Yes, high school student",Metcalf Elementary School,No,436985,San Francisco,,ME_01,36466 Williams View,Suite 670,Nancymouth,OK,94140,US,,
Catherine,,Banks,xferrell@example.net,,,,,,,2017-09-24,2018-09-29,Lapsed,L,annual,canceled_by_failure,canceled_by_admin,"No, but former union member",,,,Hispanic / Latinx,,,No,848200,San Francisco,,ME_01,544 Mark Courts,Suite 968,South Jesse,SD,94156,US,,
Preston,,Oconnell,erinblevins@example.com,,,3115200301,7346286289,,3115200301,2018-11-10,2023-12-03,Member,M,monthly,past_due,,Currently organizing my workplace,,,,West Asian / Middle Eastern,"Yes, graduate student",MOUNT PLEASANT H S,Membership card only,622007,San Francisco,,ME_01,5105 Hamilton Freeway,Suite 436,Lewisville,FL,94115,US,,
Amy,,Snow,michelledavis@example.net,,,,,,,2022-11-07,2024-04-18,Member in Good Standing,M,one-time,canceled_by_failure,canceled_by_admin,Currently organizing my workplace,,,,White / of European Descent,No,,Membership card only,289048,San Francisco,,ME_02,21813 Blake Crescent,Apt. 053,New Tinabury,IN,94016,US,,
Nathan,Joshua,Dalton,territhomas@example.com,,TRUE,544-456-2612,3297271639,,544-456-2612,2022-04-08,2024-05-12,Member in Good Standing,M,monthly,canceled_by_failure,active,"Yes, retired union member",UAW,4098,,Native American / Indigenous,,,Yes,47261,San Francisco,,ME_02,95575 Sara Run,Apt. 294,Tonyport,WA,94112,US,,
Matthew,Thomas,Lewis,torreskristen@example.com,,,,,,,2023-11-24,2024-12-21,Member in Good Standing,M,,lapsed,canceled_by_user,"Yes, retired union member",UAW,4161,,Other,"Yes, graduate student",Wadewitz Elementary,Membership card only,183615,San Francisco,,ME_02,7241 Jonathan Freeway,Apt. 394,Arroyoberg,GA,94145,US,,
Christina,,Wilson,andreafisher@example.com,,TRUE,982-962-2179,8712456893,,982-962-2179,2016-08-18,2017-11-24,Lapsed,L,annual,canceled_by_admin,never,"No, not a union member",,,,White / of European Descent,"Yes, graduate student",HENRIETTA H S,Yes,276568,San Francisco,,ME_01,632 Tiffany Road,Apt. 923,Laurenton,MS,94163,US,,
Scott,,Johnson,gneal@example.net,,,9124281908,(488)721-2019,,9124281908,2023-04-27,2025-01-09,Member in Good Standing,M,income-based,active,canceled_by_failure,"Yes, retired union member",NEA,79,,White / of European Descent,No,,Membership card only,501705,San Francisco,,ME_01,89230 Castillo Extension,Apt. 788,Robertborough,NJ,94108,US,,
Alexis,Karen.,Luna,swilson@example.net,,,390-537-4101,,,390-537-4101,2022-04-01,2024-03-20,Member in Good Standing,M,income-based,past_due,canceled_by_user,"Yes, current union member",UAW,4220,,Jewish,,,No,766222,San Francisco,,ME_02,4760 Johnson Station,Apt. 797,Lake Dorisberg,PR,94137,US,,
Jamie,Sheryl,Curry,anthonygriffith@example.org,True,,3626595910,(665)461-9412,,3626595910,2016-12-31,2018-10-09,Lapsed,L,annual,canceled_by_failure,canceled_by_failure,Currently organizing my workplace,,,,West Asian / Middle Eastern,"Yes, college student",ALC - W-ALT - EY,No,523214,San Francisco,,ME_02,72412 Carroll Locks,Suite 653,Port Charlesmouth,NY,94175,US,,
Paula,,Torres,awong@example.org,,,624-313-5755,3118554177,,624-313-5755,2020-11-13,2022-03-30,Lapsed,L,income-based,canceled_by_admin,canceled_by_user,"No, but former union member",,,,White / of European Descent,"Yes, graduate student",Mitchell Child Development,Yes,861427,San Francisco,,ME_02,464 Wright Stream,Suite 864,Huntberg,OR,94133,US,,
Emily,,Farmer,patriciagonzalez@example.org,,TRUE,406-494-5725,,,406-494-5725,2020-09-27,2024-04-16,Member in Good Standing,M,annual,lapsed,,,,,,Pacific Islander,No,,Membership card only,397269,San Francisco,,ME_02,5601 Rachel Throughway,Suite 818,Lisamouth,ME,94105,US,,
Sharon,,Hopkins,kristen85@example.com,,,,5655660478,,5655660478,2021-02-15,2023-05-24,Member,M,annual,canceled_by_failure,canceled_by_failure,"No, not a union member",,,,Native American / Indigenous,"Yes, graduate student",Panaca Elementary School,No,77609,San Francisco,,ME_01,067 Brandi Neck,Suite 060,Lake Shawn,KS,94162,US,,
Matthew,,Bradley,medinagabriel@example.net,,,9543595768,,,9543595768,2019-02-13,2024-10-23,Member in Good Standing,M,monthly,canceled_by_processor,canceled_by_failure,Currently organizing my workplace,,,,Pacific Islander,"Yes, graduate student",Rocky Creek Elementary,No,28876,San Francisco,,ME_02,84327 Julie Inlet,Suite 710,Michaelmouth,AZ,94164,US,,
Kellie,,Ross,matthew87@example.org,,,232-563-3260,(743)799-1276,,232-563-3260,2022-09-16,2024-12-18,Member in Good Standing,M,monthly,canceled_by_admin,canceled_by_user,"Yes, retired union member",SEIU,505,,Jewish,,,Membership card only,886405,San Francisco,,ME_02,8058 Taylor Motorway,Apt. 514,East Angela,MD,94124,US,,
Justin,,Williams,mitchellmichael@example.org,,,,,,,2021-03-11,2022-05-10,Lapsed,L,one-time,canceled_by_failure,,"Yes, current union member",SEIU,4460,,Black / of African Descent,"Yes, high school student",Colonel John Wheeler Middle School,Yes,515120,San Francisco,,ME_02,4657 Fernandez Oval,Suite 600,West Nathanstad,GA,94134,US,,
Aaron,,Spencer,mparker@example.org,,,,,,,2022-06-06,2024-07-15,Member in Good Standing,M,monthly,canceled_by_processor,canceled_by_user,"Yes, current union member",AFT,5122,,West Asian / Middle Eastern,"Yes, graduate student",Northglade Montessori School,No,411339,San Francisco,,ME_02,89475 Craig Hollow,Apt. 010,Gomezton,MO,94177,US,,
Mark,Richard.,Nichols,njohnson@example.net,,,,7226431350,,7226431350,2023-06-08,2025-01-05,Member in Good Standing,M,annual,lapsed,never,"Yes, current union member",UAW,2223,,White / of European Descent,"Yes, college student",Lewiston Regional Technology Ctr,Membership card only,838829,San Francisco,,ME_02,38643 Watkins Ways,Suite 806,New Devinhaven,NJ,94106,US,,
Jay,,Cooke,joseph73@example.org,,,414-524-2447,,,414-524-2447,2019-03-31,2023-11-16,Member,M,annual,past_due,canceled_by_user,Currently organizing my workplace,,,,Asian,"Yes, college student",BAKER VIRTUAL INSTRUCTION PROGRAM,Yes,763568,San Francisco,,ME_01,29337 Haynes Union,Apt. 267,East Roger,MT,94145,US,,
Jennifer,,White,taylor22@example.com,,,5964129401,259-578-9766,,5964129401,2019-06-05,2024-02-25,Member in Good Standing,M,annual,lapsed,canceled_by_user,"No, not a union member",,,,West Asian / Middle Eastern,"Yes, college student",Camden-Rockport Middle School,Membership card only,421042,San Francisco,,ME_01,6058 Emily Glen,Apt. 325,West Wayne,NV,94161,US,,
Lance,John.,Miller,ahart@example.org,,,7434662213,,,7434662213,2019-12-08,2021-08-27,Lapsed,L,annual,lapsed,canceled_by_failure,Currently organizing my workplace,,,,Black / of African Descent,"Yes, graduate student",Foresthill Divide,Yes,548446,San Francisco,,ME_02,0857 Robert Hollow,Suite 605,Tatefurt,ID,94132,US,,
Carol,,Perry,fpittman@example.com,,,432-423-7759,8259027691,,432-423-7759,2019-07-19,2020-12-23,Lapsed,L,income-based,lapsed,,,,,,Hispanic / Latinx,"Yes, high school student",BRIDGES COMMUNITY ELEMENTARY,No,790372,San Francisco,,ME_01,39420 Leah Meadow,Apt. 309,New Michael,NH,94144,US,,
Susan,,Chapman,karen42@example.net,,,2419918722,,,2419918722,2022-11-28,2024-05-08,Member in Good Standing,M,annual,canceled_by_processor,canceled_by_processor,"Yes, retired union member",SEIU,1683,,White / of European Descent,No,,Membership card only,457296,San Francisco,,ME_02,5521 Perez Skyway,Apt. 424,Dicksonfurt,WA,94151,US,,
Dylan,,Carney,david86@example.net,,,254-464-5458,(228)442-7093,,254-464-5458,2017-08-27,2019-02-28,Lapsed,L,annual,canceled_by_admin,,"Yes, retired union member",,4815,,Asian,No,,Yes,625766,San Francisco,,ME_01,3329 Carmen Mills,Apt. 539,New Staceyton,AZ,94135,US,,
Kelsey,,Bailey,zrios@example.net,,,(486)389-3280,391-666-3345,,(486)389-3280,2023-12-04,2025-02-24,Member in Good Standing,M,monthly,canceled_by_processor,never,"No, but former union member",,,,Other,"Yes, college student",Sandy Ridge Elementary,Yes,367840,San Francisco,,ME_02,855 Miller Estate,Suite 427,North Andrew,AL,94153,US,,
Janice,Laura.,Hamilton,christopherburgess@example.net,True,,7923450609,3894060514,,7923450609,2018-06-23,2019-10-24,Lapsed,L,one-time,canceled_by_failure,canceled_by_user,"Yes, retired union member",UAW,2183,,Prefer Not to Say,"Yes, graduate student",EAGAN SENIOR HIGH,Yes,602930,San Francisco,,ME_02,250 Cook Alley,Suite 920,Carpenterland,MA,94161,US,,
Alexander,,Smith,brenda60@example.org,,,569-995-6460,,,569-995-6460,2020-12-18,2021-12-25,Lapsed,L,monthly,canceled_by_processor,canceled_by_admin,Currently organizing my workplace,,,,Pacific Islander,,,No,349177,San Francisco,,ME_02,450 John Bypass,Apt. 634,Port Jeffrey,AR,94104,US,,
Cheryl,,Griffin,ilewis@example.net,,,841-222-1590,,,841-222-1590,2020-01-09,2022-05-10,Lapsed,L,yearly,lapsed,,"Yes, retired union member",AFSCME,4878,,Jewish,"Yes, graduate student",Primos El Sch,No,565116,San Francisco,,ME_01,70532 Estrada Pines,Suite 338,Millshaven,ID,94102,US,,
David,,Mcdonald,cynthiapatel@example.com,,,,436-838-7293,,436-838-7293,2023-02-17,2025-02-02,Member in Good Standing,M,annual,canceled_by_processor,canceled_by_failure,"No, but former union member",,,,Pacific Islander,No,,Membership card only,973520,San Francisco,,ME_01,483 Jones Lodge,Suite 656,Williamschester,MP,94016,US,,
